Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PASO19-1_SAMN09781787_MAG_00000029	-	O160	H19	O160:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.91;	O160-3-wzx;O160-4-wzy;H19-1-fliC-origin;	100;100;99.88;	100;100;91;	PASO19-1_SAMN09781787_MAG_00000029-scaffold_36;PASO19-1_SAMN09781787_MAG_00000029-scaffold_36;PASO19-1_SAMN09781787_MAG_00000029-scaffold_33;	26626-27873;23606-24706;39609-41277;	1248;1101;1669;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PASO19-1_SAMN09781788_MAG_00000012	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PASO19-1_SAMN09781790_MAG_00000067	-	O113	H11	O113:H11	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O113-3-wzx;O113-5-wzy;H11-4-fliC;	100;99.916;100;	100;100;100;	PASO19-1_SAMN09781790_MAG_00000067-scaffold_36;PASO19-1_SAMN09781790_MAG_00000067-scaffold_36;PASO19-1_SAMN09781790_MAG_00000067-scaffold_61;	31420-32841;29295-30482;18282-19740;	1422;1188;1459;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PASO19-1_SAMN09781791_MAG_00000042	-	O1	H33	O1:H33	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.99;	O1-1-wzx-origin;O1-7-wzy;H33-1-fliC-origin;	100;100;98.912;	100;100;100;	PASO19-1_SAMN09781791_MAG_00000042-scaffold_4;PASO19-1_SAMN09781791_MAG_00000042-scaffold_4;PASO19-1_SAMN09781791_MAG_00000042-scaffold_2;	256912-258138;260406-261410;489542-490828;	1227;1005;1287;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261146_MAG_00000003	-	O8	H7	O8:H7	-	Based on 3 allele(s)	wzx:0.995;wzy:0.994;fliC:1;	O8-40-wzx;O8-45-wzy;H7-6-fliC-origin;	99.495;99.436;99.943;	100;100;100;	PEHR16-1_SAMN04261146_MAG_00000003-scaffold_2;PEHR16-1_SAMN04261146_MAG_00000003-scaffold_2;PEHR16-1_SAMN04261146_MAG_00000003-scaffold_18;	14-1201;1191-2432;64281-66038;	1188;1242;1758;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261161_MAG_00000002	-	O8	H7	O8:H7	-	Based on 2 allele(s)	wzy:0.936;fliC:1;	O8-45-wzy;H7-6-fliC-origin;	99.573;99.943;	94;100;	PEHR16-1_SAMN04261161_MAG_00000002-scaffold_2;PEHR16-1_SAMN04261161_MAG_00000002-scaffold_27;	306642-307811;5223-6980;	1170;1758;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261186_MAG_00000007	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261218_MAG_00000003	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261229_MAG_00000006	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-2-fliC-origin;	100;	100;	PEHR16-1_SAMN04261229_MAG_00000006-scaffold_6;	92659-93708;	1050;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261239_MAG_00000027	-	O25	H4	O25:H4	-	Based on 2 allele(s)	wzx:0.94;fliC:1;	O25-1-wzx-origin;H4-2-fliC-origin;	95.945;100;	98;100;	PEHR16-1_SAMN04261239_MAG_00000027-scaffold_16;PEHR16-1_SAMN04261239_MAG_00000027-scaffold_74;	62507-63739;8369-9418;	1233;1050;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261241_MAG_00000005	-	-	H21	-:H21	-	Based on 1 allele(s)	fliC:1;	H21-12-fliC;	100;	100;	PEHR16-1_SAMN04261241_MAG_00000005-scaffold_2;	14447-15922;	1476;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261242_MAG_00000014	-	-	H21	-:H21	-	Based on 1 allele(s)	fliC:0.58;	H21-8-fliC;	99.766;	58;	PEHR16-1_SAMN04261242_MAG_00000014-scaffold_461;	1-856;	856;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261267_MAG_00000015	-	O25	H4	O25:H4	-	Based on 2 allele(s)	wzx:0.96;fliC:1;	O25-1-wzx-origin;H4-2-fliC-origin;	96.032;100;	100;100;	PEHR16-1_SAMN04261267_MAG_00000015-scaffold_1;PEHR16-1_SAMN04261267_MAG_00000015-scaffold_10;	358284-359543;38259-39308;	1260;1050;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261270_MAG_00000003	-	O25	H4	O25:H4	-	Based on 2 allele(s)	wzy:0.815;fliC:1;	O25-2-wzy-origin;H4-2-fliC-origin;	95.907;100;	85;100;	PEHR16-1_SAMN04261270_MAG_00000003-scaffold_46;PEHR16-1_SAMN04261270_MAG_00000003-scaffold_34;	27107-28010;5065-6114;	904;1050;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261271_MAG_00000017	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-2-fliC-origin;	100;	100;	PEHR16-1_SAMN04261271_MAG_00000017-scaffold_24;	32083-33132;	1050;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261273_MAG_00000011	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261274_MAG_00000015	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261275_MAG_00000010	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261290_MAG_00000004	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.956;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.579;100;	100;100;100;	PEHR16-1_SAMN04261290_MAG_00000004-scaffold_15;PEHR16-1_SAMN04261290_MAG_00000004-scaffold_15;PEHR16-1_SAMN04261290_MAG_00000004-scaffold_34;	89276-90535;92688-93750;5053-6102;	1260;1063;1050;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261317_MAG_00000011	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261323_MAG_00000015	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261332_MAG_00000010	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261335_MAG_00000011	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261338_MAG_00000014	-	-	H48	-:H48	-	Based on 1 allele(s)	fliC:1;	H48-1-fliC-origin;	100;	100;	PEHR16-1_SAMN04261338_MAG_00000014-scaffold_166;	3818-5314;	1497;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261339_MAG_00000018	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:0.92;	H4-2-fliC-origin;	100;	92;	PEHR16-1_SAMN04261339_MAG_00000018-scaffold_340;	1212-2182;	971;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261349_MAG_00000009	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261358_MAG_00000014	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261369_MAG_00000013	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04261381_MAG_00000009	-	-	H16	-:H16	-	Based on 1 allele(s)	fliC:1;	H16-25-fliC;	100;	100;	PEHR16-1_SAMN04261381_MAG_00000009-scaffold_72;	362-1936;	1575;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04262501_MAG_00000001	-	-	H45	-:H45	-	Based on 1 allele(s)	fliC:1;	H45-9-fliC;	100;	100;	PEHR16-1_SAMN04262501_MAG_00000001-scaffold_133;	4922-6628;	1707;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
PEHR16-1_SAMN04262593_MAG_00000003	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2581876_MAG_00000010	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	QINN14-1_SAMEA2581876_MAG_00000010-scaffold_4;QINN14-1_SAMEA2581876_MAG_00000010-scaffold_4;QINN14-1_SAMEA2581876_MAG_00000010-scaffold_16;	69611-70858;67334-68500;94492-95801;	1248;1167;1310;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2581882_MAG_00000048	-	-	H18	-:H18	-	Based on 1 allele(s)	fliC:0.98;	H18-2-fliC;	98.018;	100;	QINN14-1_SAMEA2581882_MAG_00000048-scaffold_33;	12625-14289;	1665;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2581888_MAG_00000019	-	O112	H34	O112:H34	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.66;	O112-6-wzx;O112-7-wzy;H34-3-fliC;	100;100;98.547;	100;100;67;	QINN14-1_SAMEA2581888_MAG_00000019-scaffold_8;QINN14-1_SAMEA2581888_MAG_00000019-scaffold_8;QINN14-1_SAMEA2581888_MAG_00000019-scaffold_27;	108205-109596;109616-110794;46825-47925;	1392;1179;1101;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2581898_MAG_00000003	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-15-fliC;	99.619;	100;	QINN14-1_SAMEA2581898_MAG_00000003-scaffold_63;	10137-11182;	1050;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2581911_MAG_00000051	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2581921_MAG_00000030	-	-	H14	-:H14	-	Based on 1 allele(s)	fliC:0.99;	H14-3-fliC;	99.033;	100;	QINN14-1_SAMEA2581921_MAG_00000030-scaffold_110;	1150-2804;	1655;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2581926_MAG_00000017	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-1-fliC-origin;	100;	100;	QINN14-1_SAMEA2581926_MAG_00000017-scaffold_66;	6969-8018;	1050;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2581932_MAG_00000033	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2581968_MAG_00000009	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;99.905;	100;100;100;	QINN14-1_SAMEA2581968_MAG_00000009-scaffold_16;QINN14-1_SAMEA2581968_MAG_00000009-scaffold_16;QINN14-1_SAMEA2581968_MAG_00000009-scaffold_26;	30322-31581;27107-28169;38259-39308;	1260;1063;1050;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2581971_MAG_00000047	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2581975_MAG_00000004	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582003_MAG_00000035	-	-	H31	-:H31	-	Based on 1 allele(s)	fliC:1;	H31-1-fliC-origin;	100;	100;	QINN14-1_SAMEA2582003_MAG_00000035-scaffold_15;	27793-29460;	1668;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582013_MAG_00000020	-	-	H16	-:H16	-	Based on 1 allele(s)	fliC:1;	H16-25-fliC;	100;	100;	QINN14-1_SAMEA2582013_MAG_00000020-scaffold_120;	6931-8505;	1575;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582019_MAG_00000019	-	-	H10	-:H10	-	Based on 1 allele(s)	fliC:0.84;	H10-17-fliC;	99.812;	84;	QINN14-1_SAMEA2582019_MAG_00000019-scaffold_111;	10449-11512;	1064;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582025_MAG_00000020	-	-	H25	-:H25	-	Based on 1 allele(s)	fliC:1;	H25-7-fliC;	99.749;	100;	QINN14-1_SAMEA2582025_MAG_00000020-scaffold_82;	7013-8209;	1197;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582028_MAG_00000010	-	-	H27	-:H27	-	Based on 1 allele(s)	fliC:1;	H27-11-fliC;	100;	100;	QINN14-1_SAMEA2582028_MAG_00000010-scaffold_87;	10017-11477;	1461;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582029_MAG_00000007	-	-	H11	-:H11	-	Based on 1 allele(s)	fliC:1;	H11-4-fliC;	99.52;	100;	QINN14-1_SAMEA2582029_MAG_00000007-scaffold_44;	19226-20678;	1459;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582037_MAG_00000040	-	O154	H4	O154:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.73;	O154-1-wzx-origin;O154-2-wzy-origin;H4-1-fliC-origin;	100;100;100;	100;100;73;	QINN14-1_SAMEA2582037_MAG_00000040-scaffold_53;QINN14-1_SAMEA2582037_MAG_00000040-scaffold_53;QINN14-1_SAMEA2582037_MAG_00000040-scaffold_116;	5021-6313;9482-10522;1-764;	1293;1041;764;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582038_MAG_00000005	-	O2/O50	H30	O2/O50:H30	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-1-wzx-origin;O2-11-wzy;H30-2-fliC;	100;100;100;	100;100;100;	QINN14-1_SAMEA2582038_MAG_00000005-scaffold_25;QINN14-1_SAMEA2582038_MAG_00000005-scaffold_25;QINN14-1_SAMEA2582038_MAG_00000005-scaffold_49;	4751-6013;2076-3038;9526-11238;	1263;963;1713;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582041_MAG_00000033	-	-	-	-:-	-	-	-							v1.0 (11-03-2020)	No O and H antigen determinant E.coli genes were found. Try running with --verify parameter
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582043_MAG_00000014	-	-	H11	-:H11	-	Based on 1 allele(s)	fliC:1;	H11-10-fliC;	99.863;	100;	QINN14-1_SAMEA2582043_MAG_00000014-scaffold_23;	10143-11600;	1459;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582047_MAG_00000002	-	O8	H30	O8:H30	-	Based on 3 allele(s)	wzx:0.997;wzy:0.997;fliC:0.99;	O8-41-wzx;O8-46-wzy;H30-1-fliC-origin;	99.663;99.678;99.241;	100;100;100;	QINN14-1_SAMEA2582047_MAG_00000002-scaffold_46;QINN14-1_SAMEA2582047_MAG_00000002-scaffold_46;QINN14-1_SAMEA2582047_MAG_00000002-scaffold_29;	14430-15617;13200-14440;40415-42127;	1188;1241;1713;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582054_MAG_00000014	-	-	H26	-:H26	-	Based on 1 allele(s)	fliC:0.69;	H26-4-fliC;	98.888;	70;	QINN14-1_SAMEA2582054_MAG_00000014-scaffold_169;	1-1169;	1169;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582057_MAG_00000024	-	O172	H23	O172:H23	-	Based on 3 allele(s)	wzx:0.998;wzy:0.997;fliC:1;	O172-1-wzx-origin;O172-2-wzy-origin;H23-2-fliC;	99.77;99.745;99.943;	100;100;100;	QINN14-1_SAMEA2582057_MAG_00000024-scaffold_14;QINN14-1_SAMEA2582057_MAG_00000024-scaffold_14;QINN14-1_SAMEA2582057_MAG_00000024-scaffold_3;	87417-88718;88711-89886;300852-302618;	1302;1176;1767;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
QINN14-1_SAMEA2582061_MAG_00000037	-	O86	H18	O86:H18	-	Based on 2 allele(s)	wzx:0.999;fliC:1;	O86-7-wzx;H18-1-fliC-origin;	99.917;100;	100;100;	QINN14-1_SAMEA2582061_MAG_00000037-scaffold_69;QINN14-1_SAMEA2582061_MAG_00000037-scaffold_241;	562-1764;1628-3292;	1203;1665;	v1.0 (11-03-2020)	-
Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
