distance,genome,phylogroup
0.00357808,BROO17-1_SAMN06444328_MAG_00000011.fa,B1
0.014871,BROO17-1_SAMN06444329_MAG_00000005.fa,B1
0.00390583,BROO17-1_SAMN06444330_MAG_00000011.fa,B1
0.00381583,BROO17-1_SAMN06444331_MAG_00000002.fa,B1
0.00486359,BROO17-1_SAMN06444353_MAG_00000002.fa,B2-2
0.00451781,BROO17-1_SAMN06444354_MAG_00000001.fa,B2-2
0.00451781,BROO17-1_SAMN06444355_MAG_00000002.fa,B2-2
0.00502299,BROO17-1_SAMN06444356_MAG_00000005.fa,B2-2
0.00451781,BROO17-1_SAMN06444357_MAG_00000005.fa,B2-2
0.00451781,BROO17-1_SAMN06444358_MAG_00000002.fa,B2-2
0.00470559,BROO17-1_SAMN06444359_MAG_00000001.fa,B2-2
0.00544411,BROO17-1_SAMN06444360_MAG_00000004.fa,B2-2
0.00486359,BROO17-1_SAMN06444361_MAG_00000007.fa,B2-2
0.0106974,BROO17-1_SAMN06444381_MAG_00000003.fa,D2
0.0107836,BROO17-1_SAMN06444382_MAG_00000004.fa,D2
0.0112201,BROO17-1_SAMN06444384_MAG_00000003.fa,D2
0.0124,BROO17-1_SAMN06444385_MAG_00000008.fa,D2
0.0120298,BROO17-1_SAMN06444386_MAG_00000006.fa,D2
0.0103986,BROO17-1_SAMN06444387_MAG_00000001.fa,D2
0.0116661,BROO17-1_SAMN06444388_MAG_00000004.fa,D2
0.0127293,BROO17-1_SAMN06444389_MAG_00000001.fa,D2
0.011984,BROO17-1_SAMN06444390_MAG_00000004.fa,D2
0.0115761,BROO17-1_SAMN06444391_MAG_00000003.fa,D2
0.0127293,BROO17-1_SAMN06444392_MAG_00000002.fa,D2
0.0122141,BROO17-1_SAMN06444393_MAG_00000009.fa,D2
0.00600989,BROO17-1_SAMN06444409_MAG_00000008.fa,B2-1
0.00560872,BROO17-1_SAMN06444411_MAG_00000002.fa,B2-1
0.00518381,BROO17-1_SAMN06444412_MAG_00000002.fa,B2-1
0.0149234,BROO17-1_SAMN06444413_MAG_00000008.fa,B2-1
0.00638544,BROO17-1_SAMN06444414_MAG_00000002.fa,B2-1
0.00655869,BROO17-1_SAMN06444415_MAG_00000002.fa,B2-1
0.00774383,BROO17-1_SAMN06444416_MAG_00000003.fa,B2-1
0.00464278,BROO17-1_SAMN06444417_MAG_00000006.fa,B2-1
0.00454897,BROO17-1_SAMN06444418_MAG_00000005.fa,B2-1
0.00924552,BROO17-1_SAMN06444429_MAG_00000002.fa,B1
0.00881017,BROO17-1_SAMN06444430_MAG_00000002.fa,B1
0.0106545,BROO17-1_SAMN06444431_MAG_00000008.fa,B1
0.00873204,BROO17-1_SAMN06444432_MAG_00000011.fa,B1
0.0158335,BROO17-1_SAMN06444433_MAG_00000003.fa,B1
0.00877107,BROO17-1_SAMN06444435_MAG_00000004.fa,B1
0.00846101,BROO17-1_SAMN06444436_MAG_00000003.fa,B1
0.0181313,BROO17-1_SAMN06444437_MAG_00000008.fa,B1
0.00865422,BROO17-1_SAMN06444438_MAG_00000005.fa,B1
0.00900687,BROO17-1_SAMN06444439_MAG_00000009.fa,B1
0.00964976,BROO17-1_SAMN06444440_MAG_00000010.fa,B1
0.00842259,BROO17-1_SAMN06444441_MAG_00000001.fa,B1
0.0112201,BROO17-1_SAMN06444502_MAG_00000020.fa,A
0.00985499,BROO17-1_SAMN06444503_MAG_00000001.fa,A
0.0101878,BROO17-1_SAMN06444504_MAG_00000016.fa,A
0.00881017,BROO17-1_SAMN06444505_MAG_00000005.fa,A
0.00969064,BROO17-1_SAMN06444506_MAG_00000012.fa,A
0.00826969,BROO17-1_SAMN06444507_MAG_00000005.fa,A
0.00838426,BROO17-1_SAMN06444508_MAG_00000011.fa,A
0.0107836,BROO17-1_SAMN06444509_MAG_00000008.fa,A
0.0224204,BROO17-1_SAMN06444512_MAG_00000014.fa,B2-2
0.00384578,BROO17-1_SAMN06444517_MAG_00000003.fa,B2-1
0.0018924,BROO17-1_SAMN06444518_MAG_00000002.fa,B2-1
0.00268639,BROO17-1_SAMN06444519_MAG_00000006.fa,B2-1
0.00340187,BROO17-1_SAMN06444522_MAG_00000003.fa,B2-1
0.00257463,BROO17-1_SAMN06444523_MAG_00000006.fa,B2-1
0.00202665,BROO17-1_SAMN06444524_MAG_00000001.fa,B2-1
0.00325637,BROO17-1_SAMN06444525_MAG_00000001.fa,B2-1
0.00202665,BROO17-1_SAMN06444526_MAG_00000002.fa,B2-1
0.00218918,BROO17-1_SAMN06444527_MAG_00000011.fa,B2-1
0.00173271,BROO17-1_SAMN06444529_MAG_00000011.fa,B2-1
0.0034604,BROO17-1_SAMN06444530_MAG_00000008.fa,B2-1
0.00541137,BROO17-1_SAMN06444531_MAG_00000004.fa,B2-1
0.00288374,BROO17-1_SAMN06444532_MAG_00000009.fa,B2-1
0.0241368,BROO17-1_SAMN06444548_MAG_00000002.fa,B2-2
0.0120298,BROO17-1_SAMN06444574_MAG_00000010.fa,B2-2
0.0124,BROO17-1_SAMN06444575_MAG_00000004.fa,B2-2
0.0120757,BROO17-1_SAMN06444576_MAG_00000006.fa,B2-2
0.0122604,BROO17-1_SAMN06444577_MAG_00000004.fa,B2-2
0.0250005,BROO17-1_SAMN06444578_MAG_00000007.fa,B2-2
0.0221335,BROO17-1_SAMN06444580_MAG_00000018.fa,B1
0.00873204,BROO17-1_SAMN06444581_MAG_00000008.fa,B1
0.00842259,BROO17-1_SAMN06444582_MAG_00000009.fa,B1
0.0276006,BROO17-1_SAMN06444585_MAG_00000015.fa,B2-2
0.0208145,BROO17-1_SAMN06444588_MAG_00000009.fa,B1
0.00819369,BROO17-1_SAMN06444590_MAG_00000006.fa,B1
0.0126347,BROO17-1_SAMN06444591_MAG_00000002.fa,B1
0.0110444,BROO17-1_SAMN06444594_MAG_00000008.fa,B2-2
0.0214305,BROO17-1_SAMN06444597_MAG_00000016.fa,B1
0.0240597,BROO17-1_SAMN06444598_MAG_00000005.fa,B1
0.0125405,BROO17-1_SAMN06444622_MAG_00000005.fa,A
0.0134036,BROO17-1_SAMN06444623_MAG_00000007.fa,A
0.0136002,BROO17-1_SAMN06444624_MAG_00000013.fa,A
0.0157789,BROO17-1_SAMN06444669_MAG_00000001.fa,B2-2
0.0210864,BROO17-1_SAMN06444673_MAG_00000003.fa,B2-2
0.0204789,BROO17-1_SAMN06444674_MAG_00000002.fa,B2-2
0.0267335,BROO17-1_SAMN06444676_MAG_00000004.fa,B2-2
0.0228571,BROO17-1_SAMN06444681_MAG_00000001.fa,B2-2
0.0198862,BROO17-1_SAMN06444682_MAG_00000001.fa,B2-2
0.0143537,BROO17-1_SAMN06444683_MAG_00000006.fa,B2-2
0.0251607,BROO17-1_SAMN06444686_MAG_00000005.fa,B2-2
0.0158882,BROO17-1_SAMN06444693_MAG_00000002.fa,B2-2
0.0224204,BROO17-1_SAMN06444694_MAG_00000004.fa,B2-2
0.0149759,BROO17-1_SAMN06444700_MAG_00000004.fa,B2-2
0.0175939,BROO17-1_SAMN06444703_MAG_00000003.fa,B2-2
0.0242917,BROO17-1_SAMN06444706_MAG_00000006.fa,B2-2
0.0105688,BROO17-1_SAMN06444707_MAG_00000003.fa,B2-2
0.0107405,BROO17-1_SAMN06444708_MAG_00000003.fa,B2-2
0.0360949,COST17-1_SAMEA4545280_MAG_00000058.fa,F
0.0173006,COST17-1_SAMEA4545289_MAG_00000043.fa,A
0.0165552,COST17-1_SAMEA4545294_MAG_00000004.fa,E1
0.00544411,COST17-1_SAMEA4545295_MAG_00000083.fa,A
0.0122141,COST17-1_SAMEA4545297_MAG_00000020.fa,A
0.00570819,COST17-1_SAMEA4545298_MAG_00000046.fa,A
0.00877107,COST17-1_SAMEA4545302_MAG_00000048.fa,D1
0.00467416,COST17-1_SAMEA4545316_MAG_00000037.fa,A
0.00417861,COST17-1_SAMEA4545318_MAG_00000049.fa,A
0.00861543,COST17-1_SAMEA4545320_MAG_00000007.fa,A
0.0106974,COST17-1_SAMEA4545331_MAG_00000012.fa,A
0.00960897,COST17-1_SAMEA4545336_MAG_00000062.fa,A
0.00834599,COST17-1_SAMEA4545337_MAG_00000013.fa,A
0.00390583,COST17-1_SAMEA4545340_MAG_00000036.fa,A
0.0108269,COST17-1_SAMEA4545344_MAG_00000031.fa,B1
0.0097316,COST17-1_SAMEA4545345_MAG_00000014.fa,A
0.00877107,COST17-1_SAMEA4545347_MAG_00000023.fa,A
0.015508,COST17-1_SAMEA4545356_MAG_00000028.fa,A
0.00227104,COST17-1_SAMEA4545364_MAG_00000052.fa,C
0.00229842,COST17-1_SAMEA4545365_MAG_00000043.fa,C
0.00302611,COST17-1_SAMEA4545367_MAG_00000064.fa,B2-1
0.00448671,COST17-1_SAMEA4545378_MAG_00000080.fa,A
0.0114865,COST17-1_SAMEA4545390_MAG_00000002.fa,A
0.00770681,COST17-1_SAMEA4545391_MAG_00000043.fa,B1
0.00936594,COST17-1_SAMEA4545404_MAG_00000045.fa,A
0.00448671,COST17-1_SAMEA4545406_MAG_00000042.fa,A
0.00924552,COST17-1_SAMEA4545408_MAG_00000058.fa,A
0.00617965,COST17-1_SAMEA4545410_MAG_00000001.fa,A
0.0145592,COST17-1_SAMEA4545412_MAG_00000039.fa,A
0.00436283,COST17-1_SAMEA4545414_MAG_00000051.fa,A
0.0114865,COST17-1_SAMEA4545421_MAG_00000039.fa,A
0.00486359,COST17-1_SAMEA4545424_MAG_00000043.fa,A
0.00480022,COST17-1_SAMEA4545425_MAG_00000016.fa,A
0.00461146,COST17-1_SAMEA4545432_MAG_00000046.fa,A
0.00411762,COST17-1_SAMEA4545440_MAG_00000063.fa,A
0.00676872,COST17-1_SAMEA4545442_MAG_00000075.fa,A
0.00486359,COST17-1_SAMEA4545453_MAG_00000018.fa,D1
0.0101041,COST17-1_SAMEA4545497_MAG_00000025.fa,A
0.00405685,COST17-1_SAMEA4545498_MAG_00000009.fa,A
0.0110444,COST17-1_SAMEA4545534_MAG_00000030.fa,A
0.0147145,COST17-1_SAMEA4545542_MAG_00000025.fa,F
0.011984,FERR18-1_SAMN06350023_MAG_00000002.fa,B2-2
0.0194352,FERR18-1_SAMN06350025_MAG_00000001.fa,B2-2
0.0375603,FERR18-1_SAMN06350027_MAG_00000007.fa,B2-2
0.0115313,FERR18-1_SAMN06350037_MAG_00000009.fa,B2-2
0.0163866,FERR18-1_SAMN06350042_MAG_00000002.fa,B2-2
0.00964976,FERR18-1_SAMN06350044_MAG_00000002.fa,B2-2
0.00924552,FERR18-1_SAMN06350045_MAG_00000007.fa,B2-2
0.00884936,FERR18-1_SAMN06350046_MAG_00000001.fa,B2-2
0.0155619,FERR18-1_SAMN06350055_MAG_00000003.fa,D3
0.00932572,FERR18-1_SAMN06350060_MAG_00000005.fa,A
0.00873204,FERR18-1_SAMN06350061_MAG_00000002.fa,A
0.00869309,FERR18-1_SAMN06350063_MAG_00000001.fa,A
0.00861543,FERR18-1_SAMN06350064_MAG_00000008.fa,A
0.00480022,FERR18-1_SAMN06350065_MAG_00000014.fa,D1
0.00316966,FERR18-1_SAMN06350071_MAG_00000008.fa,B2-2
0.0135016,FERR18-1_SAMN06350076_MAG_00000008.fa,B2-2
0.00531349,FERR18-1_SAMN06350079_MAG_00000004.fa,B2-2
0.00505504,FERR18-1_SAMN06350080_MAG_00000001.fa,D1
0.00904645,FERR18-1_SAMN06350110_MAG_00000002.fa,B2-2
0.00869309,FERR18-1_SAMN06350115_MAG_00000002.fa,B2-2
0.010441,FERR18-1_SAMN06350116_MAG_00000008.fa,B2-2
0.00884936,FERR18-1_SAMN06350117_MAG_00000006.fa,B2-2
0.0121679,FERR18-1_SAMN06350119_MAG_00000004.fa,B2-2
0.0107405,FERR18-1_SAMN06350121_MAG_00000014.fa,B2-2
0.0106974,FERR18-1_SAMN06350124_MAG_00000003.fa,B2-2
0.00770681,FERR18-1_SAMN06350125_MAG_00000005.fa,A
0.0163307,FERR18-1_SAMN06350132_MAG_00000011.fa,B2-2
0.0134036,FERR18-1_SAMN06350147_MAG_00000053.fa,A
0.00550978,FERR18-1_SAMN06350149_MAG_00000007.fa,A
0.00430121,FERR18-1_SAMN06350151_MAG_00000015.fa,A
0.00617965,FERR18-1_SAMN06350158_MAG_00000015.fa,A
0.00574147,FERR18-1_SAMN06350160_MAG_00000025.fa,A
0.00655869,FERR18-1_SAMN06350170_MAG_00000005.fa,D1
0.00645455,FERR18-1_SAMN06350171_MAG_00000007.fa,D1
0.0055427,FERR18-1_SAMN06350180_MAG_00000003.fa,D1
0.00175922,FERR18-1_SAMN06350185_MAG_00000001.fa,B2-2
0.00202665,FERR18-1_SAMN06350186_MAG_00000007.fa,B2-2
0.00136596,FERR18-1_SAMN06350194_MAG_00000005.fa,A
0.0142009,FERR18-1_SAMN06350196_MAG_00000003.fa,B2-2
0.0107836,FERR18-1_SAMN06350197_MAG_00000002.fa,B2-2
0.00470559,FERR18-1_SAMN06350202_MAG_00000008.fa,A
0.000981871,FERR18-1_SAMN06350209_MAG_00000001.fa,A
0.0115313,FERR18-1_SAMN06350211_MAG_00000006.fa,B2-1
0.0114865,FERR18-1_SAMN06350212_MAG_00000003.fa,B2-1
0.0147145,FERR18-1_SAMN06350215_MAG_00000017.fa,B2-1
0.00796745,FERR18-1_SAMN06350222_MAG_00000002.fa,B1
0.00811798,FERR18-1_SAMN06350223_MAG_00000002.fa,B1
0.0112201,FERR18-1_SAMN06350225_MAG_00000003.fa,B2-1
0.0104835,FERR18-1_SAMN06350230_MAG_00000006.fa,B1
0.0129198,GIBS16-1_SAMN04436590_MAG_00000001.fa,B2-2
0.00638544,GIBS16-1_SAMN04436597_MAG_00000001.fa,D1
0.00691005,GIBS16-1_SAMN04436601_MAG_00000003.fa,D1
0.00574147,GIBS16-1_SAMN04436602_MAG_00000006.fa,D1
0.00511931,GIBS16-1_SAMN04436607_MAG_00000002.fa,D1
0.00458019,GIBS16-1_SAMN04436608_MAG_00000001.fa,D1
0.0170111,GIBS16-1_SAMN04436636_MAG_00000001.fa,B2-2
0.00399629,GIBS16-1_SAMN04436638_MAG_00000004.fa,B2-2
0.0025468,GIBS16-1_SAMN04436639_MAG_00000002.fa,B2-2
0.00240836,GIBS16-1_SAMN04436640_MAG_00000001.fa,B2-2
0.00319852,GIBS16-1_SAMN04436641_MAG_00000002.fa,B2-2
0.00271444,GIBS16-1_SAMN04436642_MAG_00000001.fa,B2-2
0.00325637,GIBS16-1_SAMN04436643_MAG_00000004.fa,B2-2
0.00378594,GIBS16-1_SAMN04436649_MAG_00000002.fa,B2-2
0.0118471,GIBS16-1_SAMN04436689_MAG_00000004.fa,B2-2
0.0145592,GIBS16-1_SAMN04436690_MAG_00000001.fa,B2-2
0.0103562,GIBS16-1_SAMN04436691_MAG_00000002.fa,B2-2
0.0115313,GIBS16-1_SAMN04436692_MAG_00000001.fa,B2-2
0.0108269,GIBS16-1_SAMN04436693_MAG_00000002.fa,B2-2
0.0200822,GIBS16-1_SAMN04436695_MAG_00000004.fa,B2-2
0.011621,GIBS16-1_SAMN04436696_MAG_00000002.fa,B2-2
0.0250805,GIBS16-1_SAMN04436697_MAG_00000002.fa,B2-2
0.0135016,GIBS16-1_SAMN04436700_MAG_00000003.fa,B2-2
0.0142518,GIBS16-1_SAMN04436709_MAG_00000009.fa,F
0.0166117,GIBS16-1_SAMN04436710_MAG_00000006.fa,F
0.00997914,GIBS16-1_SAMN04436715_MAG_00000009.fa,B1
0.00381583,GIBS16-1_SAMN04436716_MAG_00000003.fa,D1
0.00433199,GIBS16-1_SAMN04436717_MAG_00000005.fa,D1
0.0135508,GIBS16-1_SAMN04436724_MAG_00000004.fa,A
0.00271444,GIBS16-1_SAMN04436726_MAG_00000004.fa,B2-2
0.00445566,GIBS16-1_SAMN04436727_MAG_00000001.fa,B2-2
0.00271444,GIBS16-1_SAMN04436728_MAG_00000003.fa,B2-2
0.00308338,GIBS16-1_SAMN04436729_MAG_00000001.fa,B2-2
0.00291212,GIBS16-1_SAMN04436730_MAG_00000002.fa,B2-2
0.00366686,GIBS16-1_SAMN04436731_MAG_00000001.fa,B2-2
0.00197282,GIBS16-1_SAMN04436732_MAG_00000002.fa,B2-2
0.00274254,GIBS16-1_SAMN04436733_MAG_00000001.fa,B2-2
0.00294054,GIBS16-1_SAMN04436734_MAG_00000001.fa,B2-2
0.00265838,GIBS16-1_SAMN04436735_MAG_00000002.fa,B2-2
0.00274254,GIBS16-1_SAMN04436736_MAG_00000001.fa,B2-2
0.00580821,GIBS16-1_SAMN04436737_MAG_00000001.fa,D1
0.00271444,GIBS16-1_SAMN04436741_MAG_00000001.fa,D1
0.00396608,GIBS16-1_SAMN04436742_MAG_00000001.fa,D1
0.0129198,GIBS16-1_SAMN04436743_MAG_00000001.fa,B2-2
0.0118471,GIBS16-1_SAMN04436748_MAG_00000004.fa,B2-1
0.0116661,GIBS16-1_SAMN04436750_MAG_00000002.fa,B2-2
0.00997914,GIBS16-1_SAMN04436751_MAG_00000001.fa,B2-2
0.0137488,GIBS16-1_SAMN04436759_MAG_00000004.fa,B2-2
0.0112643,GIBS16-1_SAMN04436760_MAG_00000005.fa,B2-2
0.0132573,GIBS16-1_SAMN04436761_MAG_00000008.fa,B2-2
0.00328537,GIBS16-1_SAMN04436768_MAG_00000001.fa,B2-2
0.00384578,GIBS16-1_SAMN04436769_MAG_00000002.fa,B2-2
0.00291212,GIBS16-1_SAMN04436770_MAG_00000004.fa,B2-2
0.00337267,GIBS16-1_SAMN04436771_MAG_00000002.fa,B2-2
0.00369655,GIBS16-1_SAMN04436772_MAG_00000003.fa,B2-2
0.00451781,GIBS16-1_SAMN04436773_MAG_00000002.fa,B2-2
0.00305472,GIBS16-1_SAMN04436774_MAG_00000001.fa,B2-2
0.0100623,GIBS16-1_SAMN04436775_MAG_00000005.fa,B2-2
0.00375609,GIBS16-1_SAMN04436776_MAG_00000005.fa,B2-2
0.00402654,GIBS16-1_SAMN04436777_MAG_00000003.fa,B2-2
0.00420918,GIBS16-1_SAMN04436778_MAG_00000004.fa,B2-2
0.00470559,GIBS16-1_SAMN04436779_MAG_00000004.fa,B2-2
0.0106116,GIBS16-1_SAMN04436785_MAG_00000001.fa,B2-1
0.0108702,GIBS16-1_SAMN04436786_MAG_00000005.fa,B2-1
0.0106545,GIBS16-1_SAMN04436787_MAG_00000004.fa,B2-1
0.0109136,GIBS16-1_SAMN04436788_MAG_00000004.fa,B2-1
0.0110444,GIBS16-1_SAMN04436789_MAG_00000007.fa,B2-2
0.0137986,GIBS16-1_SAMN04436790_MAG_00000007.fa,B2-2
0.00997914,GIBS16-1_SAMN04436798_MAG_00000003.fa,B2-2
0.0120298,GIBS16-1_SAMN04436799_MAG_00000005.fa,B2-2
0.00993767,GIBS16-1_SAMN04436800_MAG_00000002.fa,B2-2
0.0123533,GIBS16-1_SAMN04436801_MAG_00000001.fa,B2-2
0.0112643,GIBS16-1_SAMN04436805_MAG_00000005.fa,B2-2
0.011621,GIBS16-1_SAMN04436807_MAG_00000001.fa,B2-1
0.0211548,GIBS16-1_SAMN04436814_MAG_00000009.fa,D3
0.0158882,GIBS16-1_SAMN04436815_MAG_00000001.fa,D3
0.0163307,GIBS16-1_SAMN04436816_MAG_00000005.fa,D3
0.0157245,GIBS16-1_SAMN04436817_MAG_00000007.fa,D3
0.0165552,GIBS16-1_SAMN04436818_MAG_00000008.fa,D3
0.0150285,GIBS16-1_SAMN04436819_MAG_00000003.fa,D3
0.0121679,GIBS16-1_SAMN04436820_MAG_00000003.fa,B2-2
0.00402654,GIBS16-1_SAMN04436821_MAG_00000002.fa,B2-2
0.00470559,GIBS16-1_SAMN04436822_MAG_00000005.fa,B2-2
0.00470559,GIBS16-1_SAMN04436824_MAG_00000008.fa,B2-2
0.0110882,GIBS16-1_SAMN04436832_MAG_00000001.fa,A
0.0124467,GIBS16-1_SAMN04436833_MAG_00000003.fa,A
0.0116661,GIBS16-1_SAMN04436845_MAG_00000004.fa,B2-1
0.0115313,GIBS16-1_SAMN04436846_MAG_00000004.fa,B2-1
0.0118471,GIBS16-1_SAMN04436848_MAG_00000001.fa,B2-1
0.011984,GIBS16-1_SAMN04436849_MAG_00000002.fa,B2-1
0.0124,GIBS16-1_SAMN04436852_MAG_00000007.fa,B2-1
0.0114865,GIBS16-1_SAMN04436855_MAG_00000004.fa,B2-1
0.0121217,GIBS16-1_SAMN04436856_MAG_00000009.fa,B2-1
0.0118017,GIBS16-1_SAMN04436857_MAG_00000002.fa,B2-1
0.0117564,GIBS16-1_SAMN04436858_MAG_00000005.fa,B2-1
0.0118471,GIBS16-1_SAMN04436859_MAG_00000006.fa,B2-1
0.0127293,GIBS16-1_SAMN04436862_MAG_00000004.fa,B2-1
0.0113086,GIBS16-1_SAMN04436865_MAG_00000007.fa,B2-2
0.0192445,GIBS16-1_SAMN04436892_MAG_00000004.fa,D1
0.0122141,GIBS16-1_SAMN04436895_MAG_00000002.fa,B2-2
0.0113529,GIBS16-1_SAMN04436896_MAG_00000001.fa,B2-2
0.0102298,GIBS16-1_SAMN04436897_MAG_00000003.fa,B2-2
0.0124935,GIBS16-1_SAMN04436908_MAG_00000008.fa,B2-1
0.011621,GIBS16-1_SAMN04436909_MAG_00000002.fa,B2-1
0.00770681,GIBS16-1_SAMN04436910_MAG_00000007.fa,A
0.0126347,GIBS16-1_SAMN04436911_MAG_00000008.fa,A
0.0109136,GIBS16-1_SAMN04436924_MAG_00000002.fa,B2-1
0.0122141,GIBS16-1_SAMN04436925_MAG_00000010.fa,B2-1
0.0115761,GIBS16-1_SAMN04436926_MAG_00000001.fa,B2-1
0.0120757,GIBS16-1_SAMN04436927_MAG_00000006.fa,B2-1
0.0106974,GIBS16-1_SAMN04436928_MAG_00000002.fa,B2-1
0.0123533,GIBS16-1_SAMN04436931_MAG_00000001.fa,B2-2
0.00402654,GIBS16-1_SAMN04436932_MAG_00000001.fa,B2-2
0.00486359,GIBS16-1_SAMN04436933_MAG_00000002.fa,B2-2
0.00390583,GIBS16-1_SAMN04436934_MAG_00000004.fa,B2-2
0.00430121,GIBS16-1_SAMN04436935_MAG_00000003.fa,B2-2
0.0106545,GIBS16-1_SAMN04436942_MAG_00000001.fa,B2-2
0.00442466,GIBS16-1_SAMN04436959_MAG_00000004.fa,B2-2
0.00411762,GIBS16-1_SAMN04436960_MAG_00000004.fa,B2-2
0.0120298,GIBS16-1_SAMN04436963_MAG_00000004.fa,B2-2
0.0120298,GIBS16-1_SAMN04436964_MAG_00000002.fa,B2-2
0.0132573,GIBS16-1_SAMN04436965_MAG_00000001.fa,B2-2
0.0139486,GIBS16-1_SAMN04436966_MAG_00000002.fa,B2-2
0.0124467,GIBS16-1_SAMN04436967_MAG_00000005.fa,B2-2
0.0117564,HMPC19-1_SAMN07509544_MAG_00000008.fa,B1
0.0028554,HMPC19-1_SAMN07509573_MAG_00000007.fa,D3
0.00766986,HMPC19-1_SAMN07509575_MAG_00000013.fa,F
0.00294054,HMPC19-1_SAMN07509591_MAG_00000003.fa,D3
0.00655869,HMPC19-1_SAMN07509605_MAG_00000023.fa,B1
0.0107405,HMPC19-1_SAMN07509620_MAG_00000008.fa,B1
0.0107836,HMPC19-1_SAMN07509630_MAG_00000007.fa,F
0.00763299,HMPC19-1_SAMN07509651_MAG_00000014.fa,F
0.00451781,HMPC19-1_SAMN07509662_MAG_00000001.fa,D2
0.00381583,HMPC19-1_SAMN07509675_MAG_00000003.fa,D2
0.0123068,HMPC19-1_SAMN07509708_MAG_00000004.fa,A
0.00715996,HMPC19-1_SAMN07509712_MAG_00000004.fa,F
0.00302611,HMPC19-1_SAMN07509725_MAG_00000007.fa,D3
0.0101459,HMPC19-1_SAMN07509755_MAG_00000006.fa,A
0.00348975,HMPC19-1_SAMN07509764_MAG_00000009.fa,D3
0.00752278,HMPC19-1_SAMN07509767_MAG_00000020.fa,F
0.00969064,HMPC19-1_SAMN07509776_MAG_00000005.fa,A
0.0037263,HMPC19-1_SAMN07509800_MAG_00000016.fa,D3
0.0115761,HMPC19-1_SAMN07509809_MAG_00000006.fa,A
0.00877107,HMPC19-1_SAMN07509811_MAG_00000009.fa,B1
0.00393593,HMPC19-1_SAMN07509822_MAG_00000016.fa,B2-2
0.00322742,HMPC19-1_SAMN07509826_MAG_00000002.fa,D3
0.00360762,HMPC19-1_SAMN07509833_MAG_00000001.fa,D2
0.0140492,HMPC19-1_SAMN07509836_MAG_00000004.fa,B2-2
0.00952763,HMPC19-1_SAMN07509842_MAG_00000002.fa,A
0.00337267,HMPC19-1_SAMN07509859_MAG_00000007.fa,B1
0.00557568,HMPC19-1_SAMN07509880_MAG_00000009.fa,B1
0.00375609,HMPC19-1_SAMN07509892_MAG_00000006.fa,D3
0.00518381,HMPC19-1_SAMN07509903_MAG_00000006.fa,B1
0.00666341,HMPC19-1_SAMN07509909_MAG_00000003.fa,A
0.0107836,HMPC19-1_SAMN07510008_MAG_00000032.fa,B2-2
0.0108702,HMPC19-1_SAMN07510019_MAG_00000007.fa,B2-2
0.00969064,HMPC19-1_SAMN07521457_MAG_00000003.fa,B1
0.00454897,HMPC19-1_SAMN07521460_MAG_00000019.fa,A
0.0178312,HMPC19-1_SAMN07521463_MAG_00000008.fa,B2-2
0.00774383,HMPC19-1_SAMN07521465_MAG_00000001.fa,B1
0.0101459,HMPC19-1_SAMN07521467_MAG_00000007.fa,B2-2
0.0161084,HMPC19-1_SAMN07521490_MAG_00000006.fa,B2-2
0.0109136,HMPC19-1_SAMN07521500_MAG_00000004.fa,B2-2
0.00928558,HMPC19-1_SAMN07521516_MAG_00000008.fa,B1
0.0112643,HMPC19-1_SAMN07521519_MAG_00000017.fa,B2-2
0.0100623,HMPC19-1_SAMN07521549_MAG_00000003.fa,B2-2
0.00570819,HMPC19-1_SAMN07521572_MAG_00000002.fa,B2-2
0.0125405,HMPC19-1_SAMN07521601_MAG_00000013.fa,B2-2
0.00229842,HMPC19-1_SAMN07521604_MAG_00000002.fa,D2
0.0100623,HMPC19-1_SAMN07521616_MAG_00000005.fa,B1
0.00857671,HMPC19-1_SAMN07521628_MAG_00000001.fa,F
0.015998,HMPC19-1_SAMN07521671_MAG_00000007.fa,F
0.00811798,HMPC19-1_SAMN07521675_MAG_00000005.fa,D3
0.0161637,HMPC19-1_SAMN07521700_MAG_00000003.fa,D1
0.00763299,HMPC19-1_SAMN07521701_MAG_00000013.fa,F
0.0031121,HMPC19-1_SAMN07521710_MAG_00000004.fa,B2-1
0.0264788,HMPC19-1_SAMN07521741_MAG_00000001.fa,D1
0.00808024,HMPC19-1_SAMN07521756_MAG_00000007.fa,B1
0.00357808,HMPC19-1_SAMN07521760_MAG_00000003.fa,D2
0.00515153,HMPC19-1_SAMN07521764_MAG_00000011.fa,B1
0.0083078,HMPC19-1_SAMN07521772_MAG_00000009.fa,F
0.00547692,HMPC19-1_SAMN07521787_MAG_00000007.fa,B1
0.00808024,HMPC19-1_SAMN07521793_MAG_00000004.fa,A
0.0107405,HMPC19-1_SAMN07521813_MAG_00000001.fa,B2-2
0.0118471,HMPC19-1_SAMN07521816_MAG_00000003.fa,A
0.00314086,HMPC19-1_SAMN07521827_MAG_00000012.fa,B2-1
0.00617965,HMPC19-1_SAMN07521830_MAG_00000015.fa,B1
0.00985499,HMPC19-1_SAMN07521842_MAG_00000007.fa,B2-2
0.00659353,HMPC19-1_SAMN07521848_MAG_00000002.fa,D3
0.00853806,HMPC19-1_SAMN07521859_MAG_00000005.fa,A
0.00511931,HMPC19-1_SAMN07521867_MAG_00000001.fa,B1
0.00433199,HMPC19-1_SAMN07521872_MAG_00000003.fa,A
0.00944662,HMPC19-1_SAMN07521874_MAG_00000005.fa,B1
